date,company_Name,ticker,broker,analytst,rating_before,rating_after,price_target_before,price_target_after
10/19/2023,Tesla Inc,TSLA,CANACCORD,GEORGE GIANARIKAS,                             ,BUY                          ,293,267
10/19/2023,Tesla Inc,TSLA,DEUTSCHE BANK,EMMANUEL ROSNER,BUY,BUY,285,275
10/19/2023,Tesla Inc,TSLA,GOLDMAN SACHS,MARK DELANEY,,NEUTRAL                      ,,235
10/20/2023,Tesla Inc,TSLA,DZ BANK,MATTHIAS VOLKERT,                             ,SELL                         ,230,210
10/23/2023,Alphabet Cl A,GOOGL,BERNSTEIN,MARK SHMULIK,,MARKET PERFORM               ,,140
10/23/2023,Alphabet Cl A,GOOGL,STIFEL,MARK KELLEY,,BUY                          ,,154
10/25/2023,Alphabet Cl A,GOOGL,,SCOTT DEVITT,Outperform,Outperform,160,160
10/25/2023,Alphabet Cl A,GOOGL,NEEDHAM,LAURA MARTIN,                             ,BUY                          ,140,160
10/25/2023,Alphabet Cl A,GOOGL,PIPER SANDLER,THOMAS CHAMPION,                             ,OVERWEIGHT                   ,147,150
10/25/2023,Alphabet Cl A,GOOGL,JMP,ANDREW BOONE,                             ,OUTPERFORM                   ,138,140
10/25/2023,Alphabet Cl A,GOOGL,BAIRD,COLIN SEBASTIAN,                             ,OUTPERFORM                   ,140,145
10/25/2023,Alphabet Cl A,GOOGL,RBC,BRAD ERICKSON,Outperform,Outperform,155,155
10/25/2023,Alphabet Cl A,GOOGL,ROTH MKM,ROHIT KULKARNI,Buy,Buy,152,152
10/25/2023,Alphabet Cl A,GOOGL,MORGAN STANLEY,BRIAN NOWAK,                             ,OVERWEIGHT                   ,155,150
10/25/2023,Alphabet Cl A,GOOGL,KEYBANK,JUSTIN PATTERSON,                             ,OVERWEIGHT                   ,155,153
10/25/2023,Alphabet Cl A,GOOGL,BARCLAYS,ROSS SANDLER,                             ,OVERWEIGHT                   ,200,180
10/25/2023,Alphabet Cl A,GOOGL,ROSENBLATT,BARTON CROCKETT,                             ,BUY                          ,163,174
10/26/2023,Alphabet Cl A,GOOGL,DZ BANK,INGO WERMANN,                             ,BUY                          ,148,144
11/7/2023,Tesla Inc,TSLA,MORGAN STANLEY,ADAM JONAS,,OVERWEIGHT                   ,,380
11/9/2023,Tesla Inc,TSLA,,MICHAEL TYNDALL,Reduce                       ,Reduce                       ,146,146
11/17/2023,Tesla Inc,TSLA,PIPER SANDLER,ALEXANDER POTTER,OVERWEIGHT,NEGATIVE,290,295
11/20/2023,Tesla Inc,TSLA,JEFFERIES,PHILIPPE HOUCHOIS,Hold,Hold,210,210
11/21/2023,Alphabet Cl A,GOOGL,,IVAN FEINSETH,Strong Buy,Strong Buy,176,176
11/28/2023,Tesla Inc,TSLA,WEDBUSH,DANIEL IVES,Outperform,Outperform,310,310
12/7/2023,Alphabet Cl A,GOOGL,ROTH MKM,ROHIT KULKARNI,Buy,Buy,166,166
12/13/2023,Alphabet Cl A,GOOGL,JPMORGAN,DOUG ANMUTH,OVERWEIGHT,OVERWEIGHT,150,160
12/15/2023,Tesla Inc,TSLA,WEDBUSH,DANIEL IVES,,€ŒOUTPERFORM                 ,,310
12/15/2023,Tesla Inc,TSLA,DEUTSCHE BANK,EMMANUEL ROSNER,                             ,                             ,275,260
12/21/2023,Alphabet Cl A,GOOGL,BAIRD,COLIN SEBASTIAN,                             ,OUTPERFORM                   ,145,153
12/22/2023,Tesla Inc,TSLA,WEDBUSH,DANIEL IVES,OUTPERFORM,OUTPERFORM,,310
12/26/2023,Tesla Inc,TSLA,WEDBUSH,DANIEL IVES,,                             ,,                  
12/27/2023,Tesla Inc,TSLA,MORGAN STANLEY,ADAM JONAS,Overweight,Overweight,380,380
1/2/2024,Tesla Inc,TSLA,WEDBUSH,DANIEL IVES,,OUTPERFORM                   ,,350
1/2/2024,Tesla Inc,TSLA,,COLIN RUSCH,Perform                      ,Perform                      ,,
1/3/2024,Tesla Inc,TSLA,TRUIST,WILLIAM STEIN,                             ,HOLD                         ,226,228
1/3/2024,Tesla Inc,TSLA,JEFFERIES,PHILIPPE HOUCHOIS,HOLD,HOLD,210,225
1/9/2024,Alphabet Cl A,GOOGL,,BRIAN PITZ,Outperform                   ,Outperform                   ,170,170
1/12/2024,Alphabet Cl A,GOOGL,ARGUS,JOSEPH BONNER,                             ,BUY                          ,153,170
1/16/2024,Tesla Inc,TSLA,WEDBUSH,DANIEL IVES,Outperform,Outperform,350,350
1/17/2024,Tesla Inc,TSLA,WELLS FARGO,COLIN LANGAN,                             ,                             ,250,223
1/17/2024,Tesla Inc,TSLA,UBS,JOSEPH SPAK,                             ,NEUTRAL                      ,250,229
1/18/2024,Tesla Inc,TSLA,BARCLAYS,DAN LEVY,                             ,                             ,260,250
1/19/2024,Alphabet Cl A,GOOGL,JMP,ANDREW BOONE,                             ,OUTPERFORM                   ,140,150
1/22/2024,Tesla Inc,TSLA,MORGAN STANLEY,ADAM JONAS,,                             ,,345
1/24/2024,Alphabet Cl A,GOOGL,JEFFERIES,BRENT THILL,                             ,BUY                          ,165,170
1/25/2024,Tesla Inc,TSLA,BARCLAYS,DAN LEVY,                             ,                             ,250,225
1/25/2024,Tesla Inc,TSLA,WELLS FARGO,COLIN LANGAN,                             ,EQUAL WEIGHT                 ,223,200
1/25/2024,Tesla Inc,TSLA,BAIRD,BEN KALLO,Outperform,Outperform,300,300
1/25/2024,Tesla Inc,TSLA,MIZUHO,VIJAY RAKESH,                             ,BUY                          ,310,270
1/25/2024,Tesla Inc,TSLA,,PATRICK HUMMEL,Neutral,Neutral,225,225
1/25/2024,Tesla Inc,TSLA,GOLDMAN SACHS,MARK DELANEY,                             ,NEUTRAL                      ,255,220
1/25/2024,Tesla Inc,TSLA,UBS,JOSEPH SPAK,                             ,NEUTRAL                      ,229,225
1/25/2024,Tesla Inc,TSLA,TD COWEN,JEFFREY OSBORNE,                             ,MARKET PERFORM               ,200,180
1/25/2024,Tesla Inc,TSLA,TRUIST,WILLIAM STEIN,                             ,HOLD                         ,227,193
1/25/2024,Tesla Inc,TSLA,CANACCORD,GEORGE GIANARIKAS,                             ,BUY                          ,267,234
1/26/2024,Tesla Inc,TSLA,WEDBUSH,DANIEL IVES,                             ,OUTPERFORM                   ,350,315
1/26/2024,Tesla Inc,TSLA,CITI,ITAY MICHAELI,Neutral,Neutral,224,224
1/26/2024,Tesla Inc,TSLA,JPMORGAN,RYAN BRINKMAN,                             ,UNDERWEIGHT                  ,135,130
1/26/2024,Tesla Inc,TSLA,DEUTSCHE BANK,EMMANUEL ROSNER,Buy,Buy,250,250
1/29/2024,Alphabet Cl A,GOOGL,KEYBANK,JUSTIN PATTERSON,,OVERWEIGHT                   ,,165
1/29/2024,Tesla Inc,TSLA,JEFFERIES,PHILIPPE HOUCHOIS,,HOLD                         ,,185
1/30/2024,Tesla Inc,TSLA,BAIRD,BEN KALLO,Outperform,Outperform,300,300
1/31/2024,Alphabet Cl A,GOOGL,LEERINK,MICHAEL NATHANSON,                             ,NEUTRAL                      ,155,175
1/31/2024,Alphabet Cl A,GOOGL,,ANDREW BOONE,Market Outperform,Market Outp,160,160
1/31/2024,Alphabet Cl A,GOOGL,JEFFERIES,BRENT THILL,                             ,BUY                          ,170,175
1/31/2024,Alphabet Cl A,GOOGL,ROSENBLATT,BARTON CROCKETT,Buy,Buy,172,172
1/31/2024,Alphabet Cl A,GOOGL,SUSQUEHANNA,SHYAM PATIL,                             ,POSITIVE                     ,150,170
1/31/2024,Alphabet Cl A,GOOGL,WOLFE,DEEPAK MATHIVANAN,                             ,OUTPERFORM                   ,170,180
1/31/2024,Alphabet Cl A,GOOGL,RBC,BRAD ERICKSON,Outperform,Outperform,155,155
1/31/2024,Alphabet Cl A,GOOGL,,LAURA MARTIN,Buy,Buy,160,160
1/31/2024,Alphabet Cl A,GOOGL,TRUIST,YOUSSEF SQUALI,Buy,Buy,158,158
1/31/2024,Alphabet Cl A,GOOGL,BMO,BRIAN PITZ,                             ,OUTPERFORM                   ,170,178
1/31/2024,Alphabet Cl A,GOOGL,,SCOTT DEVITT,Outperform,Outperform,160,160
1/31/2024,Alphabet Cl A,GOOGL,,RONALD JOSEY,Buy,Buy,168,168
1/31/2024,Alphabet Cl A,GOOGL,,JAMES CORDWELL,Buy,Buy,165,165
1/31/2024,Alphabet Cl A,GOOGL,,ROSS SANDLER,Overweight,Overweight,173,173
1/31/2024,Alphabet Cl A,GOOGL,ROTH MKM,ROHIT KULKARNI,Buy,Buy,164,164
1/31/2024,Tesla Inc,TSLA,WEDBUSH,DANIEL IVES,OUTPERFORM,OUTPERFORM,,315
2/1/2024,Alphabet Cl A,GOOGL,DZ BANK,INGO WERMANN,                             ,BUY                          ,144,170
2/5/2024,Tesla Inc,TSLA,,ALEXANDER POTTER,Overweight,Overweight,225,225
2/23/2024,Alphabet Cl A,GOOGL,,JAMES CORDWELL,BUY,BUY,165,170
3/6/2024,Tesla Inc,TSLA,MORGAN STANLEY,ADAM JONAS,                             ,OVERWEIGHT                   ,345,320
3/11/2024,Tesla Inc,TSLA,DEUTSCHE BANK,EMMANUEL ROSNER,,BUY                          ,,218
3/13/2024,Tesla Inc,TSLA,WELLS FARGO,COLIN LANGAN,EQUAL WEIGHT,UNDERWEIGHT,200,125
3/13/2024,Tesla Inc,TSLA,UBS,JOSEPH SPAK,                             ,NEUTRAL                      ,225,165
3/13/2024,Tesla Inc,TSLA,WEDBUSH,DANIEL IVES,Outperform,Outperform,315,315
3/18/2024,Tesla Inc,TSLA,GOLDMAN SACHS,MARK DELANEY,NEUTRAL,NEUTRAL,,190
3/22/2024,Alphabet Cl A,GOOGL,WEDBUSH,SCOTT DEVITT,NOT FOUND,NOT FOUND,,175
3/25/2024,Tesla Inc,TSLA,,COLIN RUSCH,Perform,Perform,,
3/25/2024,Tesla Inc,TSLA,MIZUHO,VIJAY RAKESH,Buy,Neutral,195,195
3/27/2024,Tesla Inc,TSLA,WEDBUSH,DANIEL IVES,OUTPERFORM,OUTPERFORM,315,300
3/27/2024,Tesla Inc,TSLA,CITI,ITAY MICHAELI,NEUTRAL,REDUCE,224,196
3/27/2024,Tesla Inc,TSLA,MORGAN STANLEY,ADAM JONAS,Overweight,Overweight,320,320
3/28/2024,Tesla Inc,TSLA,DEUTSCHE BANK,EMMANUEL ROSNER,                             ,BUY                          ,218,200
4/1/2024,Tesla Inc,TSLA,WELLS FARGO,COLIN LANGAN,Underweight,Underweight,125,125
4/2/2024,Tesla Inc,TSLA,,COLIN RUSCH,Perform,Perform,,
4/2/2024,Tesla Inc,TSLA,HSBC,MICHAEL TYNDALL,                             ,REDUCE                       ,143,138
4/2/2024,Tesla Inc,TSLA,TD COWEN,JEFFREY OSBORNE,HOLD,HOLD,180,160
4/3/2024,Tesla Inc,TSLA,BAIRD,BEN KALLO,                             ,OUTPERFORM                   ,300,280
4/3/2024,Tesla Inc,TSLA,TRUIST,WILLIAM STEIN,HOLD,HOLD,193,176
4/3/2024,Tesla Inc,TSLA,JPMORGAN,RYAN BRINKMAN,UNDERWEIGHT,UNDERWEIGHT,130,115
4/3/2024,Tesla Inc,TSLA,DEUTSCHE BANK,EMMANUEL ROSNER,BUY,BUY,200,189
4/4/2024,Tesla Inc,TSLA,MORGAN STANLEY,ADAM JONAS,OVERWEIGHT,OVERWEIGHT,320,310
4/5/2024,Tesla Inc,TSLA,UBS,JOSEPH SPAK,                             ,NEUTRAL                      ,165,160
4/8/2024,Alphabet Cl A,GOOGL,OPPENHEIMER,JASON HELFSTEIN,,OUTPERFORM                   ,,185
4/8/2024,Tesla Inc,TSLA,,EMMANUEL ROSNER,Buy,Buy,189,189
4/8/2024,Tesla Inc,TSLA,GOLDMAN SACHS,MARK DELANEY,,NEUTRAL                      ,,175
4/10/2024,Tesla Inc,TSLA,JEFFERIES,PHILIPPE HOUCHOIS,HOLD,HOLD,185,165
4/12/2024,Alphabet Cl A,GOOGL,DZ BANK,INGO WERMANN,                             ,BUY                          ,170,175
4/12/2024,Tesla Inc,TSLA,WELLS FARGO,COLIN LANGAN,UNDERWEIGHT,UNDERWEIGHT,125,120
4/12/2024,Tesla Inc,TSLA,CITI,ITAY MICHAELI,                             ,NEUTRAL                      ,196,180
4/16/2024,Alphabet Cl A,GOOGL,STIFEL,MARK KELLEY,                             ,BUY                          ,154,174
4/16/2024,Alphabet Cl A,GOOGL,UBS,LLOYD WALMSLEY,                             ,NEUTRAL                      ,150,166
4/16/2024,Tesla Inc,TSLA,GLJ,GORDON JOHNSON,,                             ,,                  
4/17/2024,Alphabet Cl A,GOOGL,TRUIST,YOUSSEF SQUALI,                             ,BUY                          ,158,170
4/17/2024,Alphabet Cl A,GOOGL,CANACCORD,MARIA RIPPS,                             ,BUY                          ,180,190
4/17/2024,Tesla Inc,TSLA,BARCLAYS,DAN LEVY,                             ,EQUAL WEIGHT                 ,225,180
4/17/2024,Tesla Inc,TSLA,BAIRD,BEN KALLO,Outperform,Outperform,280,280
4/18/2024,Tesla Inc,TSLA,DEUTSCHE BANK,EMMANUEL ROSNER,BUY,HOLD,189,123
4/19/2024,Alphabet Cl A,GOOGL,JEFFERIES,BRENT THILL,BUY,BUY,175,180
4/22/2024,Tesla Inc,TSLA,,ALEXANDER POTTER,Overweight,Overweight,205,205
4/24/2024,Tesla Inc,TSLA,WEDBUSH,DANIEL IVES,                             ,OUTPERFORM                   ,300,275
4/24/2024,Tesla Inc,TSLA,CANACCORD,GEORGE GIANARIKAS,Buy,Buy,222,222
4/24/2024,Tesla Inc,TSLA,,CRAIG IRWIN,Neutral,Neutral,85,85
4/24/2024,Tesla Inc,TSLA,,COLIN RUSCH,Perform,Perform,,
4/24/2024,Tesla Inc,TSLA,,WILLIAM STEIN,Hold,Hold,162,162
4/24/2024,Tesla Inc,TSLA,HSBC,MICHAEL TYNDALL,Reduce,Reduce,120,120
4/24/2024,Tesla Inc,TSLA,UBS,JOSEPH SPAK,Neutral,Neutral,147,147
4/24/2024,Tesla Inc,TSLA,CITI,ITAY MICHAELI,                             ,NEUTRAL                      ,180,182
4/24/2024,Tesla Inc,TSLA,MIZUHO,VIJAY RAKESH,Neutral,Neutral,180,180
4/25/2024,Tesla Inc,TSLA,DZ BANK,MATTHIAS VOLKERT,                             ,SELL                         ,170,140
4/25/2024,Tesla Inc,TSLA,DEUTSCHE BANK,EMMANUEL ROSNER,                             ,HOLD                         ,123,136
4/26/2024,Alphabet Cl A,GOOGL,TRUIST,YOUSSEF SQUALI,Buy,Buy,190,190
4/26/2024,Alphabet Cl A,GOOGL,GUGGENHEIM,MICHAEL MORRIS,                             ,BUY                          ,170,195
4/26/2024,Alphabet Cl A,GOOGL,JEFFERIES,BRENT THILL,Buy,Buy,200,200
4/26/2024,Alphabet Cl A,GOOGL,,MARK SHMULIK,Market Perform,Market Perform,180,180
4/26/2024,Alphabet Cl A,GOOGL,,DOUG ANMUTH,Overweight,Overweight,200,200
4/26/2024,Alphabet Cl A,GOOGL,CITI,RONALD JOSEY,                             ,BUY                          ,168,190
4/26/2024,Alphabet Cl A,GOOGL,EVERCORE,MARK MAHANEY,Outperform,Outperform,220,220
4/26/2024,Alphabet Cl A,GOOGL,CANACCORD,MARIA RIPPS,Buy,Buy,210,210
4/26/2024,Alphabet Cl A,GOOGL,,DEEPAK MATHIVANAN,Outperform,Outperform,200,200
4/26/2024,Alphabet Cl A,GOOGL,BAIRD,COLIN SEBASTIAN,Outperform,Outperform,200,200
4/26/2024,Alphabet Cl A,GOOGL,BAML,JUSTIN POST,                             ,BUY                          ,173,200
4/26/2024,Alphabet Cl A,GOOGL,,LAURA MARTIN,Buy,Buy,210,210
4/26/2024,Alphabet Cl A,GOOGL,RBC,BRAD ERICKSON,Outperform,Outperform,200,200
4/26/2024,Alphabet Cl A,GOOGL,,THOMAS CHAMPION,Overweight,Overweight,200,200
4/26/2024,Alphabet Cl A,GOOGL,BMO,BRIAN PITZ,                             ,OUTPERFORM                   ,185,215
4/26/2024,Alphabet Cl A,GOOGL,,BRIAN NOWAK,Overweight,Overweight,195,195
4/26/2024,Alphabet Cl A,GOOGL,KEYBANK,JUSTIN PATTERSON,                             ,OVERWEIGHT                   ,175,200
4/26/2024,Alphabet Cl A,GOOGL,ROSENBLATT,BARTON CROCKETT,Buy,Buy,182,182
4/26/2024,Alphabet Cl A,GOOGL,OPPENHEIMER,JASON HELFSTEIN,Outperform,Outperform,205,205
4/26/2024,Alphabet Cl A,GOOGL,WEDBUSH,SCOTT DEVITT,Buy,Buy,196,196
4/26/2024,Alphabet Cl A,GOOGL,,ROSS SANDLER,Overweight,Overweight,200,200
4/26/2024,Alphabet Cl A,GOOGL,ROTH MKM,ROHIT KULKARNI,                             ,BUY                          ,164,202
4/29/2024,Alphabet Cl A,GOOGL,SUSQUEHANNA,SHYAM PATIL,Positive,Positive,225,225
4/29/2024,Alphabet Cl A,GOOGL,DZ BANK,INGO WERMANN,,BUY                          ,,200
4/29/2024,Tesla Inc,TSLA,,CHRIS MCNALLY,In Line,In Line,145,145
4/29/2024,Tesla Inc,TSLA,,DANIEL IVES,Outperform,Outperform,275,275
4/30/2024,Alphabet Cl A,GOOGL,ARGUS,JOSEPH BONNER,Buy,Buy,200,200
4/30/2024,Alphabet Cl A,GOOGL,,ANDREW BOONE,Market Outperform,Market Outp,200,200
5/1/2024,Alphabet Cl A,GOOGL,LOOP CAPITAL,ALAN GOULD,                             ,HOLD                         ,155,170
5/2/2024,Tesla Inc,TSLA,,ANDRES SHEPPARD,Overweight                   ,Overweight                   ,230,230
5/15/2024,Alphabet Cl A,GOOGL,BMO,BRIAN PITZ,Outperform,Outperform,215,215
5/15/2024,Alphabet Cl A,GOOGL,MORGAN STANLEY,BRIAN NOWAK,Overweight,Overweight,195,195
5/15/2024,Alphabet Cl A,GOOGL,WEDBUSH,SCOTT DEVITT,Buy,Buy,196,196
5/15/2024,Alphabet Cl A,GOOGL,,ANDREW BOONE,Market Outperform,Market Outp,200,200
5/24/2024,Alphabet Cl A,GOOGL,,IVAN FEINSETH,Strong Buy,Strong Buy,210,210
5/29/2024,Tesla Inc,TSLA,,GORDON JOHNSON,Sell,Sell,,
6/5/2024,Tesla Inc,TSLA,CANACCORD,GEORGE GIANARIKAS,,                             ,,222
6/11/2024,Alphabet Cl A,GOOGL,EVERCORE,MARK MAHANEY,OUTPERFORM,OUTPERFORM,220,225
6/11/2024,Alphabet Cl A,GOOGL,BAML,JUSTIN POST,Buy,Buy,200,200
6/12/2024,Tesla Inc,TSLA,,ANDRES SHEPPARD,Overweight,Overweight,230,230
6/12/2024,Tesla Inc,TSLA,MORGAN STANLEY,ADAM JONAS,Overweight,Overweight,310,310
6/14/2024,Tesla Inc,TSLA,,DANIEL IVES,Outperform,Outperform,275,275
6/14/2024,Tesla Inc,TSLA,GOLDMAN SACHS,MARK DELANEY,Neutral,Neutral,175,175
6/17/2024,Tesla Inc,TSLA,,ANDRES SHEPPARD,Overweight,Overweight,230,230
6/18/2024,Tesla Inc,TSLA,,GORDON JOHNSON,Sell,Sell,,
6/20/2024,Tesla Inc,TSLA,MORGAN STANLEY,ADAM JONAS,Overweight,Overweight,310,310
6/24/2024,Tesla Inc,TSLA,,ANDRES SHEPPARD,Overweight,Overweight,230,230
6/25/2024,Tesla Inc,TSLA,MORGAN STANLEY,ADAM JONAS,Overweight,Overweight,310,310
6/26/2024,Alphabet Cl A,GOOGL,JEFFERIES,BRENT THILL,Buy,Buy,215,215
6/26/2024,Tesla Inc,TSLA,,STEPHEN GENGARO,Buy                          ,Buy                          ,265,265
6/28/2024,Alphabet Cl A,GOOGL,,LAURA MARTIN,Buy,Buy,210,210
6/28/2024,Alphabet Cl A,GOOGL,ROSENBLATT,BARTON CROCKETT,Buy,Neutral,181,181
7/1/2024,Tesla Inc,TSLA,WELLS FARGO,COLIN LANGAN,Underweight,Underweight,120,120
7/1/2024,Tesla Inc,TSLA,,ANDRES SHEPPARD,Overweight,Overweight,230,230
7/2/2024,Tesla Inc,TSLA,,COLIN RUSCH,Perform                      ,Perform                      ,,
7/2/2024,Tesla Inc,TSLA,CANACCORD,GEORGE GIANARIKAS,BUY,BUY,222,254
7/3/2024,Alphabet Cl A,GOOGL,,LAURA MARTIN,Buy,Buy,210,210
7/3/2024,Alphabet Cl A,GOOGL,LOOP CAPITAL,ALAN GOULD,Hold,Hold,170,170
7/3/2024,Tesla Inc,TSLA,,WILLIAM STEIN,Hold,Hold,162,162
7/3/2024,Tesla Inc,TSLA,GOLDMAN SACHS,MARK DELANEY,Neutral,Neutral,175,175
7/3/2024,Tesla Inc,TSLA,,DANIEL IVES,Outperform,Outperform,300,300
7/9/2024,Alphabet Cl A,GOOGL,JEFFERIES,BRENT THILL,                             ,BUY                          ,215,220
7/9/2024,Tesla Inc,TSLA,,COLIN RUSCH,Perform,Perform,,
7/10/2024,Tesla Inc,TSLA,MORGAN STANLEY,ADAM JONAS,Overweight,Overweight,310,310
7/10/2024,Tesla Inc,TSLA,GOLDMAN SACHS,MARK DELANEY,Neutral,Neutral,248,248
7/11/2024,Tesla Inc,TSLA,,DANIEL IVES,Outperform,Outperform,300,300
7/12/2024,Tesla Inc,TSLA,MIZUHO,VIJAY RAKESH,                             ,NEUTRAL                      ,180,230
7/12/2024,Tesla Inc,TSLA,GLOBAL EQUITIES,TRIP CHOWDHRY,                             ,OVERWEIGHT                   ,340,400
7/12/2024,Tesla Inc,TSLA,UBS,JOSEPH SPAK,Neutral,Sell,197,197
7/12/2024,Tesla Inc,TSLA,CITI,ITAY MICHAELI,Neutral,Neutral,274,274
7/15/2024,Tesla Inc,TSLA,,ANDRES SHEPPARD,Overweight,Overweight,230,230
7/16/2024,Alphabet Cl A,GOOGL,,SHWETA KHAJURIA,Outperform                   ,Outperform                   ,240,240
7/16/2024,Alphabet Cl A,GOOGL,ARGUS,JOSEPH BONNER,                             ,BUY                          ,200,215
7/16/2024,Tesla Inc,TSLA,BAIRD,BEN KALLO,Outperform,Outperform,280,280
7/17/2024,Alphabet Cl A,GOOGL,BAML,JUSTIN POST,                             ,BUY                          ,200,206
7/17/2024,Alphabet Cl A,GOOGL,BMO,BRIAN PITZ,Outperform,Outperform,222,222
7/17/2024,Tesla Inc,TSLA,BARCLAYS,DAN LEVY,Equal Weight,Equal Weight,225,225
7/18/2024,Tesla Inc,TSLA,MORGAN STANLEY,ADAM JONAS,Overweight,Overweight,310,310
7/22/2024,Tesla Inc,TSLA,,ANDRES SHEPPARD,Overweight,Overweight,230,230
7/23/2024,Alphabet Cl A,GOOGL,,LAURA MARTIN,Buy,Buy,210,210
7/23/2024,Tesla Inc,TSLA,,GORDON JOHNSON,Sell,Sell,,
7/24/2024,Alphabet Cl A,GOOGL,GUGGENHEIM,MICHAEL MORRIS,Buy,Buy,205,205
7/24/2024,Alphabet Cl A,GOOGL,,DOUG ANMUTH,Overweight,Overweight,208,208
7/24/2024,Alphabet Cl A,GOOGL,STIFEL,MARK KELLEY,                             ,BUY                          ,196,199
7/24/2024,Alphabet Cl A,GOOGL,,LLOYD WALMSLEY,Neutral,Neutral,204,204
7/24/2024,Alphabet Cl A,GOOGL,RBC,BRAD ERICKSON,OUTPERFORM,OUTPERFORM,200,204
7/24/2024,Alphabet Cl A,GOOGL,TRUIST,YOUSSEF SQUALI,Buy,Buy,196,196
7/24/2024,Alphabet Cl A,GOOGL,ROSENBLATT,BARTON CROCKETT,Neutral,Neutral,181,181
7/24/2024,Alphabet Cl A,GOOGL,PIPER SANDLER,THOMAS CHAMPION,OVERWEIGHT,OVERWEIGHT,200,206
7/24/2024,Alphabet Cl A,GOOGL,UBS,STEPHEN JU,                             ,NEUTRAL                      ,200,204
7/24/2024,Alphabet Cl A,GOOGL,MORGAN STANLEY,BRIAN NOWAK,Overweight,Overweight,205,205
7/24/2024,Alphabet Cl A,GOOGL,,ANDREW BOONE,Market Outperform,Market Outp,200,200
7/24/2024,Alphabet Cl A,GOOGL,WEDBUSH,SCOTT DEVITT,Outperform,Outperform,205,205
7/24/2024,Alphabet Cl A,GOOGL,CITI,RONALD JOSEY,                             ,BUY                          ,190,212
7/24/2024,Alphabet Cl A,GOOGL,,ROHIT KULKARNI,Buy,Buy,206,206
7/24/2024,Tesla Inc,TSLA,,CRAIG IRWIN,Neutral,Neutral,85,85
7/24/2024,Tesla Inc,TSLA,GOLDMAN SACHS,MARK DELANEY,Neutral,Neutral,230,230
7/24/2024,Tesla Inc,TSLA,,ALEXANDER POTTER,Overweight,Overweight,300,300
7/24/2024,Tesla Inc,TSLA,,WILLIAM STEIN,Hold,Hold,215,215
7/24/2024,Tesla Inc,TSLA,CITI,ITAY MICHAELI,                             ,NEUTRAL                      ,274,258
7/24/2024,Tesla Inc,TSLA,,DANIEL IVES,Outperform,Outperform,300,300
7/25/2024,Tesla Inc,TSLA,BARCLAYS,DAN LEVY,                             ,                             ,225,220
7/26/2024,Tesla Inc,TSLA,,BILL SELESKY,Buy,Buy,286,286
7/29/2024,Tesla Inc,TSLA,MORGAN STANLEY,ADAM JONAS,Overweight,Overweight,310,310
7/30/2024,Alphabet Cl A,GOOGL,,ANDREW BOONE,Market Outperform,Market Outp,200,200
7/31/2024,Alphabet Cl A,GOOGL,,LAURA MARTIN,Buy,Buy,210,210
8/5/2024,Tesla Inc,TSLA,,ANDRES SHEPPARD,Neutral,Neutral,245,245
8/6/2024,Alphabet Cl A,GOOGL,,LAURA MARTIN,Buy,Buy,210,210
8/6/2024,Alphabet Cl A,GOOGL,BMO,BRIAN PITZ,Outperform,Outperform,222,222
8/14/2024,Alphabet Cl A,GOOGL,,LAURA MARTIN,Buy,Buy,210,210
8/14/2024,Tesla Inc,TSLA,,WILLIAM STEIN,Hold,Hold,215,215
8/16/2024,Tesla Inc,TSLA,,ANDRES SHEPPARD,Neutral,Neutral,245,245
8/19/2024,Alphabet Cl A,GOOGL,,LAURA MARTIN,Buy,Buy,210,210
8/19/2024,Tesla Inc,TSLA,,ALEXANDER POTTER,Overweight,Overweight,300,300
8/20/2024,Tesla Inc,TSLA,BAIRD,BEN KALLO,Outperform,Outperform,280,280
8/29/2024,Alphabet Cl A,GOOGL,,ROHIT KULKARNI,Buy,Buy,206,206
8/29/2024,Tesla Inc,TSLA,,JED DORSHEIMER,Outperform                   ,Outperform                   ,,
8/30/2024,Alphabet Cl A,GOOGL,,LAURA MARTIN,Buy,Buy,210,210
9/3/2024,Alphabet Cl A,GOOGL,MORGAN STANLEY,BRIAN NOWAK,Overweight,Overweight,190,190
9/3/2024,Tesla Inc,TSLA,,ANDRES SHEPPARD,Neutral,Neutral,245,245
9/5/2024,Alphabet Cl A,GOOGL,,DEEPAK MATHIVANAN,Neutral                      ,Neutral                      ,190,190
9/5/2024,Alphabet Cl A,GOOGL,WEDBUSH,SCOTT DEVITT,Outperform,Outperform,205,205
9/5/2024,Tesla Inc,TSLA,MORGAN STANLEY,ADAM JONAS,Overweight,Overweight,310,310
9/5/2024,Tesla Inc,TSLA,,GORDON JOHNSON,Sell,Sell,,
9/9/2024,Tesla Inc,TSLA,,ANDRES SHEPPARD,Neutral,Neutral,245,245
9/10/2024,Alphabet Cl A,GOOGL,PIPER SANDLER,THOMAS CHAMPION,OVERWEIGHT,OVERWEIGHT,206,200
9/10/2024,Alphabet Cl A,GOOGL,,GIL LURIA,Neutral                      ,Neutral                      ,170,170
9/10/2024,Tesla Inc,TSLA,,EDISON YU,Buy                          ,Buy                          ,295,295
9/13/2024,Tesla Inc,TSLA,CANACCORD,GEORGE GIANARIKAS,Buy,Buy,254,254
9/16/2024,Alphabet Cl A,GOOGL,EVERCORE,MARK MAHANEY,OUTPERFORM,OUTPERFORM,,200
9/16/2024,Alphabet Cl A,GOOGL,TRUIST,YOUSSEF SQUALI,Buy,Buy,196,196
